sender,recipient,tokenAIn,exactOutput,amountIn,amountOut,activeTick,event,logIndex,transactionIndex,transactionHash,address,blockHash,blockNumber
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0x1111111254EEB25477B68fb85Ed929f73A960582,True,False,383374844830663777,379052554832579477,11,Swap,336,94,0x8b5070415d05bdf5809b7e334a6902eb5ae6be37081d1e9a369b1d6e1325b92f,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xdaa5d755dd848a38f602ed330c089bda8d69943a4a5f98ff45a86fbef4c817fb,18258867
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0x1111111254EEB25477B68fb85Ed929f73A960582,False,False,105218587049323716,106375823889241548,11,Swap,374,144,0x218defed1be39d466827eff99368cf08050999e67df31d5474ce4ea6484b8c1e,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x65383b37fc877e67d56f4b1d6124b40f3a8a1ecbe7bbf3a3c85944948069438a,18258950
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,17307702036244361,17498058801728851,11,Swap,152,62,0x3f69ad0857961d7fae7185bbfa813da822cd7d27fcd745855d7a4c08a7b60166,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x3676cfe06f5a966ab9fea1912f049d239bd51948cdb2630f3d630f3a495b8092,18259459
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,6000000000000000,6065990282884622,11,Swap,266,89,0xa6de266b18498da659ab0108b43de89278eeb17257fbf854df50a2f885006dd1,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x52295c63cd1bb8f147874336db6492d7abfc45cf3708edb9f775344576d982fa,18259585
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0x76074895cc1271a952a28D3773E0874546dD1F84,True,False,4000000000000000000,3954899790814555244,11,Swap,135,73,0xbfb38b0b0fa53f1c3c0fb79ca017619d1896866343d7775f50e50c0ee40e7014,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x642ec4fd4c2b48eaf2751f4a7f75d4772f3e211b19937114a11e1541fd38646f,18260463
0x53FacEe52e897740B140F5304E9Cd9DC6238d735,0x53FacEe52e897740B140F5304E9Cd9DC6238d735,True,False,16244798884804599808,16061579354087133656,11,Swap,28,10,0x330c6f27243bf5edf25b0d95961f0b37af7781adbfa5b30c4fbfd9385710cfc1,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x9b6c235427d3e6e0d503734679a85d2462c4b8e02c2a82fcc138d93442ae2e46,18260492
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,30431104500678653,30766021581155888,11,Swap,98,55,0x7ef0e5d4b01b8812b5c239417a89d544e53df3d1a3451b7251f4c98ad127536f,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x9af505f40ef6f8df37cf176c475be8141240ecad949d6571603703af8da5b698,18260599
0xad3b67BCA8935Cb510C8D18bD45F0b94F54A968f,0x11A653DDFBb61E0Feff5484919F06d9d254bf65F,False,True,1952623949604816976,1974113324520107253,11,Swap,43,13,0xcd191473d59c33bbcc229e9a94365e00f29b3ee1e3ca62f78b198f8cbafa0b1c,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x1d676af86ee9c38abda2e149e138101680d82150644b9d39400143db72262ac2,18260779
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,32000000000000000000,32351972192412087845,11,Swap,205,71,0x2575128f4d544474ce16f4a96aa4eb2202c1371c8c75e37fb9304d65f5e23de3,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x6f201a1e6410e7e13a0c3b1a3e45da0e12fd45ecbfcf2b7540043b438810e523,18260812
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0x1111111254EEB25477B68fb85Ed929f73A960582,True,False,10000000000000000000,9887289072104960422,11,Swap,237,69,0xd62f90579280c5cc9587ca3dfff3c561659c9ef4cd2093d3195ea11c4e97f4dc,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xa985255e9bfc920077620b48ce1e4018037d6941fc880c5100d0d056bf9a75ec,18260958
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,11538081696908464,11664964581394454,11,Swap,216,107,0x1743216c0bea28ce63046eb9d6880a80780494806fd5da31e31c498c2b52fa14,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xe8aa6203a747a2720aaae1d65ae199ad30f138f345e56a2515921dc7aa87ba7e,18260988
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5769049994008001,5832491518436916,11,Swap,234,95,0x485de027ed5887dd4a685e2bbc959ef351365efe2938d20fa35abc593ec627a9,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x776f1d7fbedc3488a6e5ff572ca08be3bf9915f6a4c9c665cd60b80bed89862f,18261048
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5769054140139496,5832495697905240,11,Swap,134,66,0x59af6d63d78f65eec1a34c81ee7f2d478c93dfaabf5a1090918db898eb14dcaa,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xcd1bbcf6429f54fc83f40b8d33a4c64fbee23dc4c9872b6474ad1bea7940a0d7,18261130
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5769063718619497,5832505369460874,11,Swap,257,102,0x77ffe644c1d6a21cd91667d069dfd65d517737e67d5f09464959fe8b38172176,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x98137bbdc7bd978259271a3195a15ae6bdfc59f5bb008a1e85f8f9e5b9b00e7a,18261302
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5985169253286782,6050987375910312,11,Swap,165,69,0x735dda3f8c4fd6e0e1c60f480c50a7cc3b7fb073f5fa39659fce1263c3bcc794,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xb8af19a201356934cc1b75461b1df42572758619829fde6d3eecbbfa631c7689,18261329
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,23885835958019461672,24148400175860823912,11,Swap,230,102,0x8434a43aafe1092fb41693a76dfb8a3dbed23891afb2ffca5d910d74732219af,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x7b435bf0dca2b5e0abab5e881ec1057faf18c0d0be76b9e01fea1bbf7096534a,18261895
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,482615409699802747,487918374811099130,11,Swap,458,79,0x4220ed8da6342ed95c4cc65b34c499525e66d1abd4c67c0c405a957aea0c142d,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xdca20644514ed9f51fbf3b6d3eb4603bd05440c72f7c87cfcc2e9027c562f0b3,18262194
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,194033448260905627,196165458357798347,11,Swap,297,131,0xc4ba103e94ed34a2b5d7543f33dcf506272c8cecb4dd62f3765d904613fd0a49,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xa4a74428251e24089a184b4d57df8fde16d7cde917a8ef99826e45fcda460cd8,18262244
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,484325110388045103,489646740673395662,11,Swap,245,111,0x48532995393d894d86e0d5448722dac0eeb33af7c08633b3503ab4556c29739f,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xe196852bdf2b58c5c0a658ed56b274f6a511741c5e0406d87d7ef1cf9c926722,18262654
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0x22F9dCF4647084d6C31b2765F6910cd85C178C18,False,False,7524967570722351258,7607638722591601079,11,Swap,132,55,0x54a1027784864e416e184d7c24cb62769646814da9b6fd041bed4c933614396e,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xfb6f47e9947faafd1af12eebdfd8f7a682763f9ba693d3862f0b45b518f2ea6b,18263732
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,3059294774725352783,3092898973747344626,11,Swap,555,94,0x2ce8ce8f0104a6293b89c15e99cc3b04ec49e38c36ee750cc36224e70233395d,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xc0c51fe6234b86ea6fc30faa485b5218b3fb0002a079b53784ba3173540a194b,18264698
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,3293913228056939520,3330090688107297609,11,Swap,109,31,0x31337deb45cb047cfc467c0aec036453bb1410fb92585893681d2eec09b30406,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xc6538db47b5cb307f490b4afefc5060089de81f7eeabb4a463f009787cfca5cb,18265631
0x0000690000a5fe503AC89500Eb11519c2Dc00084,0x0000690000a5fe503AC89500Eb11519c2Dc00084,False,True,5355987325847012091,5414804263373561083,11,Swap,251,87,0x0f1e4ca03a77f4a1e8d37a014dc436b0e0bc56f10e411188a0fe28480b2f59a3,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x3a11492134ff9f102a7c553a2978d8812b5c6d7ff96e4a5c923f1b4e15a5463d,18265864
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,162332966634192358,164115465912476116,11,Swap,70,25,0xe1186659010fc477c5dacbd37b5cc56367eb98d508684683d76cc21405c52995,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xd33edf37b2e571f6b3e1ae7fc751446f09a4a7e0ce97198d1979387302c61be6,18266007
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,728393828674336709,736391847061405686,11,Swap,258,118,0x16259966e47a1bbd26e8422fa518363120dea234443d54e1edca9608d0d79bbb,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x857385bc12d245185b79324df6bca38c8d3643912034a2a670a5b7a3de453f1b,18266048
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,633733006644901714,640691456983641279,11,Swap,344,110,0xfa50d8288c0b0cca0985a612bcee38b5f81b279ee59919b25c3444dc34a1ba0e,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x0261bda8f2ba83f2016d3649339903e41c9930acb61d0c93c1f4264418a11e09,18266060
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,6249409187273012,6318027573219692,11,Swap,276,53,0xdb48a529de7d7ea8205a28e63222efee7ca96bb14d821f9c324f9a0532343f4b,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x59aecf20a4f537aa0635f2e0a8b00cc5907b8fe96a517ffc088032266d41e3c5,18266330
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5768523011119730,5831861263834535,11,Swap,424,106,0xe5d163f2c5544f5c7003ae48fb29525246ce679a6bb5197c6f827e83a60a520e,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xc23f14e8903b6590a3d1b2ff306a03eedfbb2874a716a67e8197ce464c20229c,18266346
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,3901785950348102410,3944624660560714284,11,Swap,359,123,0x596c3a1a7a5d508c15376af7ad3900a1c7177b0a971ccddd550cb8ef8c2bc0bd,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x29aa4074f69f8f1c5750ffd2a066dddf7ff4b297e11f9e4959dca7bdff0a8eb8,18266352
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,296184073747801281,299435725472613441,11,Swap,242,22,0x5020a45b65abfd9a7fb03e829a248316365cfee36a5a563ee0d76cd540e4bae9,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x02bab7cb9a3928e0c98d276093de180884c0c4a226e0dd2b7b84d05c2e56c53a,18266490
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,377167804844517935,381308488223733470,11,Swap,251,82,0x4384a1b724f73757d07e06f7da90d51855ce2c05ed24485e7a0a3ef2fc123c67,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xf5aedf5e74e4f19de7be545fcd9016f1f28f99ac7a86925861b7381a319aacc3,18266509
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5984917644414237,6050621793056589,11,Swap,294,114,0x0b258dd2e05ccd1c1b5ae9feb7825f7496a92fea6642fbafd0697609190e577a,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x00d7738c90dc9921feeccc77116c6f2dbea041827fb00bfaeec32b52e3d0c7a4,18266726
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5984919103969639,6050623255424607,11,Swap,294,82,0x54724398e217e20a77250f9d11d775c765913e7beda6fe60ee8fa8c448463f97,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x996c08a3ee4096bbcfbebf19d61a65f9bb660763d041d368a0baca1fb4ba83db,18266755
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5984925861589023,6050630074020239,11,Swap,244,78,0x5b315cab880f8241ad7541f831396bef1f6b3b3e170f7210a442567a9c584196,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xa35e7b9cfb8b3d6021c5571fed07fb08fe78f1d16a42850fa4660374d208be93,18266877
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5984929356428321,6050633594016027,11,Swap,262,77,0x9b065baa717fe83fe82881aa23732f3f2495f6b7a1832b669c43da92b7910daa,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x70a8a7d445701b34e3b65f82703a6ce30c8b7960129bddd35a20e593f5374142,18266935
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5984932816820247,6050637079186248,11,Swap,403,88,0xbfbb04d9ab1b2ded4a272a046158e186142caeca9592cd784a4d2c337418ccef,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x51566eadc4898f12c01839ffd204b29d932614694183cb9a4b0929d3737d3a5d,18267006
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5984934456370929,6050638723525504,11,Swap,281,97,0x1548779ff2e42c4e394139c7a8e7e049e1e1d2dfec6b2c9f3171fcd49161c87f,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x01a2c7b2aa9a462424bc5ee12079d620c16e288ee5a51abe420344b2bf4c25a0,18267038
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5984938180270320,6050642475096008,11,Swap,67,25,0xa7c7521731fba5ad8ed20fb33ce9446ae3a97f6dbedc0a61e964ba58bc101efb,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xbef73a1c5526726a8eb85e18e9ba66668d343894ba3250a6c1ef325e805db9a9,18267100
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0x22F9dCF4647084d6C31b2765F6910cd85C178C18,False,False,6000000000000000000,6065863002428732578,11,Swap,377,122,0x49313b738d2644d1fca43a5cd916b3e068e412d0aca8a931bf35fc74f4870ab5,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x2728456b47c46480c4132abc39c4a13b8044c30102f2d15c65a0e39fb81c65be,18267447
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0x22F9dCF4647084d6C31b2765F6910cd85C178C18,False,False,4700000000000000000,4751583411302274052,11,Swap,236,92,0xc2fa0b7f60045e01ba99811dd32e6ff415ecf63128d7e307cbce7206217d573c,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x27e40c305d51ed05b4d244ae5ea149116f1af5212cd10ba4ca0932f29b46ab09,18267458
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0x22F9dCF4647084d6C31b2765F6910cd85C178C18,False,False,9812269866997422603,9919935172192724989,11,Swap,200,115,0x0f0bfc36ced75fb087d52ac7e371b83c04b50d0f3a1571ed24f15acfe28f28d0,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x239f5e0cbc4bd5371f37e8dc361e29fb8be8e69e78d9b8c5959430fd1284a554,18267465
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,146848473486076931199,148455528808657481840,11,Swap,196,49,0xc34ec5b9bbb0ccc846e84969015763fe2a4cf4c678cf23549ebbfdb39372cfcd,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x6e48cf858b6bbe6acfbea00589b87b5248692b7363e3735beaadb37912f4b0de,18267641
0xa06CF5995bF01eCE7789976C7aCcC24701a7Cd02,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,False,False,242494412751096337,245141604615140552,11,Swap,187,173,0x7eee8c330d5494280d533619cd48b9759f76b51d2ac8f6a03ba24760cec0ec0c,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x7446a80b4e65654105fe8bbca8dc861fc5f308c5ddb95de2c53e40cbebff7fed,18267870
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0x54079F704D7123b8377236808E5A16841c2B0300,True,False,15199999999999999289,15029806636007932006,11,Swap,141,93,0x7dad1f4fa43ce18d7a8e9a8b4f7a1dd1c67e2c8d17136567a9de3e0a6c3485c8,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xec81646b579a1efd914be832ca9cec88b443f1925ffedfe92ae3ac61922998e2,18268081
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,453685470688248331,458640588423740276,11,Swap,138,96,0x14fb17483982987342b94dd5c7cbedd381d6d8edcddc798911b210ec9a0f6e33,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xd8adb9b1dfa1856989927a3eaab4ba37fa0a8e92a79312c7b3f96583a0264aa9,18268417
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,2017345601905816107,2039377974953566280,11,Swap,191,60,0x77e27b231d250883bd24231fe3f7a3f3dd813ca69d2e5e6e4905811ffa096dbc,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x5de0d23909fe94efd1e2e1360d6d2765d187614cd05c6891a55fb947b1b47638,18268493
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,1974694838310375604,1996259947426932135,11,Swap,103,72,0xb907923694d6b4601d701da90cee838cac7fbe80c84db3f8ed5bb67a0eced3ad,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x8dee5946763d2c1b169fceca2521c6f200a5c83702574bae6e1f968512b34b0e,18268519
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,2923951090615843084,2955880125405984181,11,Swap,215,82,0x8168eafbb5d9a4b2e20eee72ce5e88e080aa4f865747de52fb56b7f901a71b48,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xd39e567b363b0b7c18785ebed1cc6e2d5b5a3956ee60ded31df538f61cbf0b44,18268573
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0x7ab7333D88FE566392C26a93D02f0aCd8Da3e112,True,False,2549999999999999822,2521446533941817731,11,Swap,195,61,0xd779e8586c04a2a42e7f0110973e66ea9aba38f66f493b326d7df2b81d30a5de,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x248592ad610303213a9e27de80640e69fdebfeddb51fc3d699808ae7ed0ed0d3,18268577
0xa06CF5995bF01eCE7789976C7aCcC24701a7Cd02,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,True,False,224999000000000000000,222470425252989689399,11,Swap,151,23,0xd92e0472e27d17184b52d503f1c5cf698452c240d953c53cc9369b0f398a1334,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x8bceb8b8e6f64f0935aa908e39ed7203880e1c40ab49ca20668b3a16e41fd767,18268877
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,187461845774347841,189524401386677803,11,Swap,182,82,0xb5e0ad676a0e0f3c14a88fec10bb9890c265d71f7888a229fae4784a1d051e97,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x03dd1b6cb97403a26afe4e36723f4483890d8f58e0bc22362d34707e351ac1d9,18269532
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0x538a18Aa30BD88668F8faFdcd1843e03B0932569,True,False,24699999999999999289,24421315066100174073,11,Swap,71,30,0xb6f5002de74688a8186ccfdc283314560c7ffb5260195baec98f2581690d92ba,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x050b2bdec968f43d7d29514706bcf959140a6811fe8362e86858333d727e82f3,18269556
0xad3b67BCA8935Cb510C8D18bD45F0b94F54A968f,0x0eB1C92f9f5EC9D817968AfDdB4B46c564cdeDBe,False,True,608383073456444310,615082240881942458,11,Swap,212,61,0x1315aed46bd4a6b8cc92017321e6535e7dd7fbf9a5bf9f7ed606f9e23a3bb717,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x69a38745f529ce624937e574673413f1e86f1a4ae818c31d8c5c9442e460a923,18269875
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,2911211038546279722,2943265737790283531,11,Swap,311,140,0x06119628e56b3218af3423e009fc8cd526d3a02c061566fa9e7cd5ddc2feca39,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xbd0aea9fe4541aca931567e38a47a8b166519ef7c790535bec571163b0bbc129,18269993
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,106639767603044227,107813894873833934,11,Swap,740,279,0xb4ae6bb37c23ac2ec9b9c3dd55d31e377c9caba1d0827f471ac9bf012decb7bd,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x7d7a3116f8660d59165cab410622e07bd5651f2b9c84e70673690eb3d21ac4a9,18270148
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,450000000000000011,454954552487844765,11,Swap,100,32,0x914049e4e9d31fc74972578939647d04b747cab659c09fc31ba5d21b8864fece,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x7714740a91ff9f7abf2e4fe86c0f0a9f2ec16e533eb694ab59fcfd58fc14b4ac,18270201
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,5985007932872627,6050903062911967,11,Swap,144,57,0x7a9c52b4deccf23e5dd849c46ba22495cf3c080e3cc3545d2d81a279dad16c83,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x9f9d7008023dc413d25ef0eae246dad466fb16cff5cc501717a1cd512183c68c,18270290
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xc67bCd96C4a74bBf4D0b6793e9F032c017A153f3,True,False,66000000000000003,65255140723268138,11,Swap,362,217,0x308938b2f3c8a3517069a3b90335e2cdc4b729fa58b5b629f699fbacd72c89c5,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x28a0931d926ce61786625baea55d968424480db998e05b96b73dc32c708286cc,18270401
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,109203365643183944494,110403492583757211037,11,Swap,631,90,0x0f52762360500cedfb060321c99f7a74fb82b2bb5177e975ba25e34791a8a1f8,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x7f19f86d9dc882cf9a68216f9977aedf8ba55f4ff0e587f38f767ac152e18d71,18271049
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0x1111111254EEB25477B68fb85Ed929f73A960582,True,False,3600000000000000000,3559511333271405392,11,Swap,87,62,0x541852b27249e13a38077eb0f0134f56ca0eadc94fff3fbd985f0780a7cb8d08,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x9d58872a978d39cb2540c142e50c38890cc523ec7082331bef1a02da2fb7cbb3,18272224
0x4a585e0F7c18e2C414221D6402652D5e0990E5F8,0xE37e799D5077682FA0a244D46E5649F71457BD09,False,False,83217458725022110,84130430551313929,11,Swap,260,48,0x30efe3c5fd97d4c07506f9ee3e596744609ee84fc0dedb086c997230465246b2,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x6a097875e8b7f28f48da0df2fc6e191afe16a553cf9717adc0b998dd191516f1,18273436
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,3194634767453430,3229682788974188,11,Swap,373,142,0xab560d1e41279cc510496cb4f6c197c5f1fdab1241e8c9390ff320c0d144c954,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xd438430a6bff91dc43f74878969a4f119a02859af85d29e249d8f777d10fbcd0,18273440
0x53FacEe52e897740B140F5304E9Cd9DC6238d735,0x53FacEe52e897740B140F5304E9Cd9DC6238d735,True,False,4296144122134932480,4247820083955536789,11,Swap,12,0,0xb9055432fabc13da059eae36656a381402d845d8b1ab99e0dc47e549271450c7,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x7fc78bdf71b08b186063aa5e2f0b492fae39347bf3432c8ed4958e638e6daf00,18273901
0x53FacEe52e897740B140F5304E9Cd9DC6238d735,0x53FacEe52e897740B140F5304E9Cd9DC6238d735,True,False,5804341582487883776,5739042484308610299,11,Swap,21,2,0x1ce7cfc0a4ef851e45a3401a72832920f7094d551a48ae9c8305114bbc301117,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0x3a732f08573f17a7e6177f0714fab4f10ba10da0f39ca54e27ccac75f46de10e,18274524
0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,0xbBF1EE38152E9D8e3470Dc47947eAa65DcA94913,False,False,21000000000000001,21230466517832715,11,Swap,336,126,0x1a0550a07ba110e40d1f240e45fe7f064d8d21f3976b6e19e1ff6c0b678634a7,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,0xab33dcdde1c1f7e10f7278bcb5d1573b243ac2d02fddbfa02ec67613e0047213,18275820
